,customer_no,location
1685,221,checkout
1686,222,spices
1687,222,checkout
1688,223,fruit
1689,223,fruit
1690,223,checkout
1691,224,spices
1692,224,drinks
1693,224,checkout
1694,225,fruit
1695,225,fruit
1696,225,spices
1697,225,checkout
1698,226,fruit
1699,226,fruit
1700,226,checkout
1701,227,fruit
1702,227,fruit
1703,227,checkout
1704,228,spices
1705,228,spices
1706,228,drinks
1707,228,drinks
1708,228,checkout
1709,229,spices
1710,229,spices
1711,229,spices
1712,229,spices
1713,229,dairy
1714,229,dairy
1715,229,dairy
1716,229,fruit
1717,229,fruit
1718,229,fruit
1719,229,dairy
1720,229,dairy
1721,229,dairy
1722,229,dairy
1723,229,dairy
1724,229,dairy
1725,229,fruit
1726,229,fruit
1727,229,checkout
1728,230,fruit
1729,230,fruit
1730,230,dairy
1731,230,drinks
1732,230,drinks
1733,230,drinks
1734,230,drinks
1735,230,checkout
1736,231,fruit
1737,231,fruit
1738,231,fruit
1739,231,fruit
1740,231,fruit
1741,231,fruit
1742,231,fruit
1743,231,dairy
1744,231,drinks
1745,231,drinks
1746,231,checkout
1747,232,dairy
1748,232,drinks
1749,232,drinks
1750,232,drinks
1751,232,drinks
1752,232,drinks
1753,232,drinks
1754,232,fruit
1755,232,checkout
1756,233,fruit
1757,233,fruit
1758,233,fruit
1759,233,fruit
1760,233,dairy
1761,233,dairy
1762,233,dairy
1763,233,dairy
1764,233,dairy
1765,233,dairy
1766,233,dairy
1767,233,dairy
1768,233,dairy
1769,233,dairy
1770,233,dairy
1771,233,dairy
1772,233,dairy
1773,233,dairy
1774,233,dairy
1775,233,dairy
1776,233,checkout
1777,234,fruit
1778,234,drinks
1779,234,fruit
1780,234,dairy
1781,234,dairy
1782,234,dairy
1783,234,dairy
1784,234,dairy
1785,234,dairy
1786,234,dairy
1787,234,dairy
1788,234,drinks
1789,234,drinks
1790,234,spices
1791,234,spices
1792,234,spices
1793,234,spices
1794,234,fruit
1795,234,checkout
1796,235,dairy
1797,235,dairy
1798,235,dairy
1799,235,dairy
1800,235,checkout
1801,236,drinks
1802,236,drinks
1803,236,drinks
1804,236,drinks
1805,236,drinks
1806,236,drinks
1807,236,drinks
1808,236,fruit
1809,236,fruit
1810,236,spices
1811,236,spices
1812,236,dairy
1813,236,dairy
1814,236,dairy
1815,236,dairy
1816,236,dairy
1817,236,dairy
1818,236,dairy
1819,236,dairy
1820,236,dairy
1821,236,dairy
1822,236,dairy
1823,236,dairy
1824,236,fruit
1825,236,fruit
1826,236,fruit
1827,236,fruit
1828,236,fruit
1829,236,fruit
1830,236,checkout
1831,237,spices
1832,237,spices
1833,237,drinks
1834,237,drinks
1835,237,fruit
1836,237,checkout
1837,238,dairy
1838,238,fruit
1839,238,fruit
1840,238,fruit
1841,238,checkout
1842,239,fruit
1843,239,checkout
1844,240,spices
1845,240,drinks
1846,240,checkout
1847,241,spices
1848,241,dairy
1849,241,drinks
1850,241,drinks
1851,241,checkout
1852,242,fruit
1853,242,fruit
1854,242,fruit
1855,242,fruit
1856,242,checkout
1857,243,spices
1858,243,drinks
1859,243,drinks
1860,243,drinks
1861,243,drinks
1862,243,drinks
1863,243,drinks
1864,243,drinks
1865,243,checkout
1866,244,spices
1867,244,dairy
1868,244,dairy
1869,244,dairy
1870,244,dairy
1871,244,checkout
1872,245,fruit
1873,245,fruit
1874,245,fruit
1875,245,checkout
1876,246,fruit
1877,246,fruit
1878,246,checkout
1879,247,fruit
1880,247,drinks
1881,247,drinks
1882,247,checkout
1883,248,fruit
1884,248,spices
1885,248,drinks
1886,248,drinks
1887,248,drinks
1888,248,drinks
1889,248,checkout
1890,249,fruit
1891,249,checkout
1892,250,dairy
1893,250,dairy
1894,250,checkout
1895,251,spices
1896,251,fruit
1897,251,checkout
1898,252,spices
1899,252,drinks
1900,252,fruit
1901,252,drinks
1902,252,drinks
1903,252,drinks
1904,252,checkout
1905,253,dairy
1906,253,drinks
1907,253,drinks
1908,253,drinks
1909,253,spices
1910,253,dairy
1911,253,dairy
1912,253,dairy
1913,253,checkout
1914,254,dairy
1915,254,dairy
1916,254,dairy
1917,254,spices
1918,254,drinks
1919,254,drinks
1920,254,drinks
1921,254,drinks
1922,254,drinks
1923,254,spices
1924,254,checkout
1925,255,dairy
1926,255,dairy
1927,255,checkout
1928,256,fruit
1929,256,fruit
1930,256,dairy
1931,256,dairy
1932,256,dairy
1933,256,drinks
1934,256,drinks
1935,256,drinks
1936,256,drinks
1937,256,fruit
1938,256,dairy
1939,256,spices
1940,256,drinks
1941,256,drinks
1942,256,drinks
1943,256,drinks
1944,256,spices
1945,256,fruit
1946,256,checkout
1947,257,dairy
1948,257,dairy
1949,257,dairy
1950,257,dairy
1951,257,dairy
1952,257,dairy
1953,257,dairy
1954,257,fruit
1955,257,fruit
1956,257,checkout
1957,258,spices
1958,258,spices
1959,258,spices
1960,258,spices
1961,258,dairy
1962,258,spices
1963,258,spices
1964,258,spices
1965,258,spices
1966,258,dairy
1967,258,dairy
1968,258,dairy
1969,258,dairy
1970,258,fruit
1971,258,dairy
1972,258,dairy
1973,258,drinks
1974,258,checkout
1975,259,drinks
1976,259,checkout
1977,260,dairy
1978,260,dairy
1979,260,drinks
1980,260,drinks
1981,260,drinks
1982,260,drinks
1983,260,drinks
1984,260,drinks
1985,260,checkout
1986,261,fruit
1987,261,checkout
1988,262,fruit
1989,262,fruit
1990,262,checkout
1991,263,dairy
1992,263,dairy
1993,263,dairy
1994,263,dairy
1995,263,dairy
1996,263,dairy
1997,263,checkout
1998,264,dairy
1999,264,drinks
2000,264,drinks
2001,264,drinks
2002,264,fruit
2003,264,dairy
2004,264,checkout
2005,265,fruit
2006,265,checkout
2007,266,fruit
2008,266,spices
2009,266,drinks
2010,266,checkout
2011,267,fruit
2012,267,fruit
2013,267,fruit
2014,267,checkout
2015,268,fruit
2016,268,checkout
2017,269,fruit
2018,269,fruit
2019,269,fruit
2020,269,fruit
2021,269,checkout
2022,270,fruit
2023,270,checkout
2024,271,dairy
2025,271,dairy
2026,271,drinks
2027,271,drinks
2028,271,drinks
2029,271,drinks
2030,271,checkout
2031,272,fruit
2032,272,fruit
2033,272,drinks
2034,272,checkout
2035,273,fruit
2036,273,fruit
2037,273,fruit
2038,273,checkout
2039,274,drinks
2040,274,checkout
2041,275,fruit
2042,275,dairy
2043,275,dairy
2044,275,checkout
2045,276,fruit
2046,276,checkout
2047,277,fruit
2048,277,fruit
2049,277,fruit
2050,277,fruit
2051,277,fruit
2052,277,fruit
2053,277,dairy
2054,277,dairy
2055,277,dairy
2056,277,drinks
2057,277,drinks
2058,277,drinks
2059,277,spices
2060,277,drinks
2061,277,checkout
2062,278,fruit
2063,278,fruit
2064,278,checkout
2065,279,drinks
2066,279,drinks
2067,279,fruit
2068,279,fruit
2069,279,fruit
2070,279,fruit
2071,279,fruit
2072,279,fruit
2073,279,fruit
2074,279,spices
2075,279,drinks
2076,279,drinks
2077,279,drinks
2078,279,drinks
2079,279,drinks
2080,279,drinks
2081,279,drinks
2082,279,checkout
2083,280,spices
2084,280,checkout
2085,281,fruit
2086,281,fruit
2087,281,fruit
2088,281,fruit
2089,281,drinks
2090,281,drinks
2091,281,drinks
2092,281,checkout
2093,282,fruit
2094,282,fruit
2095,282,spices
2096,282,checkout
2097,283,fruit
2098,283,fruit
2099,283,fruit
2100,283,fruit
2101,283,fruit
2102,283,fruit
2103,283,checkout
2104,284,dairy
2105,284,dairy
2106,284,dairy
2107,284,dairy
2108,284,dairy
2109,284,spices
2110,284,spices
2111,284,drinks
2112,284,drinks
2113,284,drinks
2114,284,checkout
2115,285,dairy
2116,285,dairy
2117,285,dairy
2118,285,dairy
2119,285,dairy
2120,285,dairy
2121,285,dairy
2122,285,dairy
2123,285,drinks
2124,285,drinks
2125,285,drinks
2126,285,checkout
2127,286,dairy
2128,286,dairy
2129,286,dairy
2130,286,dairy
2131,286,drinks
2132,286,drinks
2133,286,drinks
2134,286,drinks
2135,286,drinks
2136,286,fruit
2137,286,dairy
2138,286,dairy
2139,286,dairy
2140,286,spices
2141,286,checkout
2142,287,spices
2143,287,fruit
2144,287,fruit
2145,287,fruit
2146,287,fruit
2147,287,fruit
2148,287,fruit
2149,287,fruit
2150,287,fruit
2151,287,fruit
2152,287,fruit
2153,287,fruit
2154,287,fruit
2155,287,fruit
2156,287,fruit
2157,287,fruit
2158,287,drinks
2159,287,drinks
2160,287,checkout
2161,288,fruit
2162,288,fruit
2163,288,fruit
2164,288,fruit
2165,288,fruit
2166,288,drinks
2167,288,drinks
2168,288,drinks
2169,288,drinks
2170,288,spices
2171,288,spices
2172,288,dairy
2173,288,dairy
2174,288,dairy
2175,288,dairy
2176,288,dairy
2177,288,dairy
2178,288,dairy
2179,288,dairy
2180,288,dairy
2181,288,dairy
2182,288,dairy
2183,288,dairy
2184,288,dairy
2185,288,dairy
2186,288,dairy
2187,288,dairy
2188,288,dairy
2189,288,dairy
2190,288,checkout
2191,289,drinks
2192,289,checkout
2193,290,dairy
2194,290,dairy
2195,290,dairy
2196,290,dairy
2197,290,dairy
2198,290,dairy
2199,290,dairy
2200,290,drinks
2201,290,drinks
2202,290,drinks
2203,290,drinks
2204,290,drinks
2205,290,checkout
2206,291,fruit
2207,291,dairy
2208,291,fruit
2209,291,checkout
2210,292,fruit
2211,292,fruit
2212,292,fruit
2213,292,fruit
2214,292,checkout
2215,293,spices
2216,293,spices
2217,293,dairy
2218,293,dairy
2219,293,drinks
2220,293,fruit
2221,293,fruit
2222,293,dairy
2223,293,dairy
2224,293,dairy
2225,293,dairy
2226,293,dairy
2227,293,dairy
2228,293,dairy
2229,293,fruit
2230,293,fruit
2231,293,checkout
2232,294,drinks
2233,294,drinks
2234,294,drinks
2235,294,drinks
2236,294,fruit
2237,294,checkout
2238,295,fruit
2239,295,checkout
2240,296,fruit
2241,296,checkout
2242,297,fruit
2243,297,fruit
2244,297,fruit
2245,297,fruit
2246,297,dairy
2247,297,dairy
2248,297,dairy
2249,297,drinks
2250,297,drinks
2251,297,drinks
2252,297,drinks
2253,297,fruit
2254,297,fruit
2255,297,fruit
2256,297,fruit
2257,297,checkout
2258,298,dairy
2259,298,dairy
2260,298,dairy
2261,298,dairy
2262,298,dairy
2263,298,dairy
2264,298,dairy
2265,298,dairy
2266,298,dairy
2267,298,dairy
2268,298,dairy
2269,298,dairy
2270,298,dairy
2271,298,dairy
2272,298,dairy
2273,298,dairy
2274,298,dairy
2275,298,dairy
2276,298,dairy
2277,298,spices
2278,298,checkout
2279,299,spices
2280,299,spices
2281,299,spices
2282,299,checkout
2283,300,drinks
2284,300,spices
2285,300,drinks
2286,300,drinks
2287,300,drinks
2288,300,drinks
2289,300,drinks
2290,300,drinks
2291,300,checkout
2292,301,fruit
2293,301,fruit
2294,301,dairy
2295,301,dairy
2296,301,dairy
2297,301,dairy
2298,301,dairy
2299,301,dairy
2300,301,dairy
2301,301,dairy
2302,301,dairy
2303,301,dairy
2304,301,spices
2305,301,fruit
2306,301,fruit
2307,301,fruit
2308,301,checkout
2309,302,fruit
2310,302,fruit
2311,302,checkout
2312,303,drinks
2313,303,drinks
2314,303,checkout
2315,304,fruit
2316,304,fruit
2317,304,fruit
2318,304,fruit
2319,304,fruit
2320,304,fruit
2321,304,fruit
2322,304,checkout
2323,305,spices
2324,305,spices
2325,305,spices
2326,305,spices
2327,305,dairy
2328,305,dairy
2329,305,dairy
2330,305,dairy
2331,305,dairy
2332,305,dairy
2333,305,dairy
2334,305,dairy
2335,305,dairy
2336,305,dairy
2337,305,dairy
2338,305,spices
2339,305,drinks
2340,305,drinks
2341,305,drinks
2342,305,drinks
2343,305,fruit
2344,305,fruit
2345,305,fruit
2346,305,fruit
2347,305,fruit
2348,305,fruit
2349,305,checkout
2350,306,dairy
2351,306,drinks
2352,306,drinks
2353,306,drinks
2354,306,drinks
2355,306,drinks
2356,306,checkout
2357,307,fruit
2358,307,fruit
2359,307,checkout
2360,308,fruit
2361,308,checkout
2362,309,spices
2363,309,checkout
2364,310,dairy
2365,310,dairy
2366,310,checkout
2367,311,fruit
2368,311,checkout
2369,312,dairy
2370,312,dairy
2371,312,dairy
2372,312,dairy
2373,312,fruit
2374,312,fruit
2375,312,fruit
2376,312,drinks
2377,312,drinks
2378,312,drinks
2379,312,drinks
2380,312,drinks
2381,312,drinks
2382,312,fruit
2383,312,drinks
2384,312,drinks
2385,312,drinks
2386,312,checkout
2387,313,dairy
2388,313,drinks
2389,313,checkout
2390,314,dairy
2391,314,dairy
2392,314,dairy
2393,314,fruit
2394,314,fruit
2395,314,fruit
2396,314,fruit
2397,314,fruit
2398,314,drinks
2399,314,spices
2400,314,drinks
2401,314,checkout
2402,315,dairy
2403,315,dairy
2404,315,dairy
2405,315,dairy
2406,315,dairy
2407,315,dairy
2408,315,checkout
2409,316,spices
2410,316,spices
2411,316,spices
2412,316,dairy
2413,316,dairy
2414,316,fruit
2415,316,fruit
2416,316,fruit
2417,316,fruit
2418,316,checkout
2419,317,dairy
2420,317,dairy
2421,317,fruit
2422,317,checkout
2423,318,dairy
2424,318,dairy
2425,318,dairy
2426,318,checkout
2427,319,fruit
2428,319,fruit
2429,319,fruit
2430,319,fruit
2431,319,dairy
2432,319,dairy
2433,319,dairy
2434,319,dairy
2435,319,spices
2436,319,spices
2437,319,spices
2438,319,checkout
2439,320,drinks
2440,320,drinks
2441,320,checkout
2442,321,fruit
2443,321,drinks
2444,321,drinks
2445,321,checkout
2446,322,dairy
2447,322,dairy
2448,322,dairy
2449,322,dairy
2450,322,dairy
2451,322,spices
2452,322,checkout
2453,323,dairy
2454,323,fruit
2455,323,checkout
2456,324,fruit
2457,324,fruit
2458,324,spices
2459,324,dairy
2460,324,dairy
2461,324,dairy
2462,324,checkout
2463,325,spices
2464,325,spices
2465,325,checkout
2466,326,dairy
2467,326,checkout
2468,327,drinks
2469,327,fruit
2470,327,fruit
2471,327,checkout
2472,328,spices
2473,328,spices
2474,328,dairy
2475,328,dairy
2476,328,dairy
2477,328,dairy
2478,328,dairy
2479,328,spices
2480,328,fruit
2481,328,fruit
2482,328,fruit
2483,328,fruit
2484,328,fruit
2485,328,checkout
2486,329,spices
2487,329,spices
2488,329,spices
2489,329,drinks
2490,329,drinks
2491,329,checkout
2492,330,fruit
2493,330,fruit
2494,330,fruit
2495,330,checkout
2496,331,spices
2497,331,fruit
2498,331,checkout
2499,332,dairy
2500,332,spices
2501,332,dairy
2502,332,dairy
2503,332,dairy
2504,332,dairy
2505,332,dairy
2506,332,fruit
2507,332,fruit
2508,332,dairy
2509,332,dairy
2510,332,dairy
2511,332,dairy
2512,332,dairy
2513,332,dairy
2514,332,fruit
2515,332,fruit
2516,332,fruit
2517,332,fruit
2518,332,checkout
2519,333,spices
2520,333,dairy
2521,333,dairy
2522,333,dairy
2523,333,dairy
2524,333,dairy
2525,333,dairy
2526,333,dairy
2527,333,dairy
2528,333,dairy
2529,333,dairy
2530,333,dairy
2531,333,dairy
2532,333,dairy
2533,333,dairy
2534,333,spices
2535,333,checkout
2536,334,spices
2537,334,spices
2538,334,checkout
2539,335,dairy
2540,335,dairy
2541,335,dairy
2542,335,dairy
2543,335,dairy
2544,335,checkout
2545,336,spices
2546,336,checkout
2547,337,fruit
2548,337,checkout
2549,338,fruit
2550,338,checkout
2551,339,spices
2552,339,spices
2553,339,dairy
2554,339,dairy
2555,339,drinks
2556,339,drinks
2557,339,drinks
2558,339,drinks
2559,339,fruit
2560,339,fruit
2561,339,fruit
2562,339,fruit
2563,339,checkout
2564,340,dairy
2565,340,dairy
2566,340,dairy
2567,340,dairy
2568,340,dairy
2569,340,dairy
2570,340,dairy
2571,340,dairy
2572,340,dairy
2573,340,checkout
2574,341,dairy
2575,341,fruit
2576,341,fruit
2577,341,fruit
2578,341,fruit
2579,341,fruit
2580,341,fruit
2581,341,fruit
2582,341,fruit
2583,341,fruit
2584,341,fruit
2585,341,fruit
2586,341,checkout
2587,342,dairy
2588,342,checkout
2589,343,fruit
2590,343,fruit
2591,343,fruit
2592,343,checkout
2593,344,spices
2594,344,spices
2595,344,drinks
2596,344,fruit
2597,344,checkout
2598,345,spices
2599,345,spices
2600,345,drinks
2601,345,fruit
2602,345,fruit
2603,345,spices
2604,345,spices
2605,345,spices
2606,345,spices
2607,345,spices
2608,345,spices
2609,345,drinks
2610,345,checkout
2611,346,spices
2612,346,spices
2613,346,spices
2614,346,dairy
2615,346,dairy
2616,346,dairy
2617,346,dairy
2618,346,dairy
2619,346,dairy
2620,346,dairy
2621,346,fruit
2622,346,fruit
2623,346,checkout
2624,347,dairy
2625,347,checkout
2626,348,spices
2627,348,drinks
2628,348,drinks
2629,348,drinks
2630,348,spices
2631,348,spices
2632,348,spices
2633,348,checkout
2634,349,spices
2635,349,spices
2636,349,spices
2637,349,spices
2638,349,dairy
2639,349,dairy
2640,349,spices
2641,349,drinks
2642,349,spices
2643,349,dairy
2644,349,dairy
2645,349,checkout
2646,350,dairy
2647,350,spices
2648,350,drinks
2649,350,drinks
2650,350,drinks
2651,350,fruit
2652,350,fruit
2653,350,spices
2654,350,fruit
2655,350,fruit
2656,350,fruit
2657,350,fruit
2658,350,fruit
2659,350,fruit
2660,350,fruit
2661,350,fruit
2662,350,checkout
2663,351,dairy
2664,351,dairy
2665,351,checkout
2666,352,dairy
2667,352,dairy
2668,352,dairy
2669,352,dairy
2670,352,dairy
2671,352,dairy
2672,352,spices
2673,352,checkout
2674,353,fruit
2675,353,checkout
2676,354,dairy
2677,354,dairy
2678,354,dairy
2679,354,dairy
2680,354,dairy
2681,354,dairy
2682,354,dairy
2683,354,drinks
2684,354,drinks
2685,354,drinks
2686,354,drinks
2687,354,drinks
2688,354,drinks
2689,354,drinks
2690,354,drinks
2691,354,drinks
2692,354,drinks
2693,354,checkout
2694,355,spices
2695,355,spices
2696,355,spices
2697,355,spices
2698,355,spices
2699,355,checkout
2700,356,spices
2701,356,checkout
2702,357,drinks
2703,357,dairy
2704,357,drinks
2705,357,checkout
2706,358,spices
2707,358,spices
2708,358,dairy
2709,358,dairy
2710,358,dairy
2711,358,dairy
2712,358,checkout
2713,359,fruit
2714,359,spices
2715,359,spices
2716,359,drinks
2717,359,drinks
2718,359,spices
2719,359,checkout
2720,360,spices
2721,360,drinks
2722,360,checkout
2723,361,dairy
2724,361,dairy
2725,361,dairy
2726,361,dairy
2727,361,dairy
2728,361,spices
2729,361,dairy
2730,361,dairy
2731,361,dairy
2732,361,dairy
2733,361,dairy
2734,361,dairy
2735,361,dairy
2736,361,dairy
2737,361,dairy
2738,361,dairy
2739,361,dairy
2740,361,dairy
2741,361,dairy
2742,361,dairy
2743,361,fruit
2744,361,fruit
2745,361,fruit
2746,361,fruit
2747,361,dairy
2748,361,dairy
2749,361,dairy
2750,361,dairy
2751,361,dairy
2752,361,dairy
2753,361,drinks
2754,361,drinks
2755,361,checkout
2756,362,fruit
2757,362,fruit
2758,362,fruit
2759,362,checkout
2760,363,spices
2761,363,spices
2762,363,drinks
2763,363,checkout
2764,364,dairy
2765,364,dairy
2766,364,dairy
2767,364,dairy
2768,364,dairy
2769,364,dairy
2770,364,dairy
2771,364,spices
2772,364,checkout
2773,365,fruit
2774,365,dairy
2775,365,dairy
2776,365,dairy
2777,365,fruit
2778,365,fruit
2779,365,checkout
2780,366,drinks
2781,366,drinks
2782,366,drinks
2783,366,checkout
2784,367,fruit
2785,367,fruit
2786,367,fruit
2787,367,checkout
2788,368,dairy
2789,368,dairy
2790,368,dairy
2791,368,dairy
2792,368,spices
2793,368,dairy
2794,368,fruit
2795,368,dairy
2796,368,dairy
2797,368,spices
2798,368,dairy
2799,368,dairy
2800,368,dairy
2801,368,dairy
2802,368,checkout
2803,369,drinks
2804,369,drinks
2805,369,drinks
2806,369,drinks
2807,369,checkout
2808,370,fruit
2809,370,fruit
2810,370,fruit
2811,370,checkout
2812,371,dairy
2813,371,dairy
2814,371,dairy
2815,371,dairy
2816,371,dairy
2817,371,dairy
2818,371,dairy
2819,371,dairy
2820,371,dairy
2821,371,dairy
2822,371,dairy
2823,371,dairy
2824,371,dairy
2825,371,dairy
2826,371,dairy
2827,371,dairy
2828,371,drinks
2829,371,drinks
2830,371,checkout
2831,372,dairy
2832,372,spices
2833,372,spices
2834,372,dairy
2835,372,dairy
2836,372,dairy
2837,372,fruit
2838,372,checkout
2839,373,drinks
2840,373,drinks
2841,373,spices
2842,373,dairy
2843,373,spices
2844,373,spices
2845,373,dairy
2846,373,dairy
2847,373,drinks
2848,373,checkout
2849,374,fruit
2850,374,checkout
2851,375,fruit
2852,375,fruit
2853,375,checkout
2854,376,fruit
2855,376,dairy
2856,376,checkout
2857,377,drinks
2858,377,drinks
2859,377,checkout
2860,378,dairy
2861,378,dairy
2862,378,drinks
2863,378,checkout
2864,379,spices
2865,379,spices
2866,379,spices
2867,379,checkout
2868,380,dairy
2869,380,dairy
2870,380,dairy
2871,380,dairy
2872,380,fruit
2873,380,fruit
2874,380,fruit
2875,380,fruit
2876,380,spices
2877,380,dairy
2878,380,spices
2879,380,spices
2880,380,drinks
2881,380,drinks
2882,380,drinks
2883,380,drinks
2884,380,drinks
2885,380,spices
2886,380,spices
2887,380,spices
2888,380,spices
2889,380,fruit
2890,380,fruit
2891,380,fruit
2892,380,drinks
2893,380,drinks
2894,380,drinks
2895,380,spices
2896,380,fruit
2897,380,dairy
2898,380,dairy
2899,380,spices
2900,380,fruit
2901,380,drinks
2902,380,drinks
2903,380,checkout
2904,381,dairy
2905,381,fruit
2906,381,spices
2907,381,checkout
2908,382,dairy
2909,382,dairy
2910,382,dairy
2911,382,dairy
2912,382,dairy
2913,382,dairy
2914,382,dairy
2915,382,dairy
2916,382,drinks
2917,382,checkout
2918,383,drinks
2919,383,drinks
2920,383,drinks
2921,383,checkout
2922,384,fruit
2923,384,fruit
2924,384,checkout
2925,385,dairy
2926,385,dairy
2927,385,dairy
2928,385,dairy
2929,385,dairy
2930,385,dairy
2931,385,dairy
2932,385,dairy
2933,385,dairy
2934,385,dairy
2935,385,dairy
2936,385,drinks
2937,385,checkout
2938,386,dairy
2939,386,drinks
2940,386,drinks
2941,386,drinks
2942,386,spices
2943,386,spices
2944,386,spices
2945,386,checkout
2946,387,spices
2947,387,checkout
2948,388,spices
2949,388,fruit
2950,388,fruit
2951,388,fruit
2952,388,checkout
2953,389,fruit
2954,389,fruit
2955,389,checkout
2956,390,spices
2957,390,spices
2958,390,drinks
2959,390,fruit
2960,390,fruit
2961,390,spices
2962,390,dairy
2963,390,dairy
2964,390,dairy
2965,390,dairy
2966,390,dairy
2967,390,dairy
2968,390,dairy
2969,390,dairy
2970,390,spices
2971,390,drinks
2972,390,drinks
2973,390,checkout
2974,391,drinks
2975,391,drinks
2976,391,spices
2977,391,drinks
2978,391,spices
2979,391,fruit
2980,391,fruit
2981,391,fruit
2982,391,dairy
2983,391,dairy
2984,391,dairy
2985,391,dairy
2986,391,dairy
2987,391,spices
2988,391,dairy
2989,391,spices
2990,391,spices
2991,391,spices
2992,391,spices
2993,391,dairy
2994,391,dairy
2995,391,spices
2996,391,spices
2997,391,fruit
2998,391,fruit
2999,391,fruit
3000,391,fruit
3001,391,fruit
3002,391,checkout
3003,392,fruit
3004,392,spices
3005,392,spices
3006,392,spices
3007,392,checkout
3008,393,fruit
3009,393,checkout
3010,394,fruit
3011,394,fruit
3012,394,fruit
3013,394,fruit
3014,394,spices
3015,394,fruit
3016,394,fruit
3017,394,drinks
3018,394,drinks
3019,394,drinks
3020,394,drinks
3021,394,drinks
3022,394,spices
3023,394,spices
3024,394,dairy
3025,394,checkout
3026,395,fruit
3027,395,fruit
3028,395,checkout
3029,396,drinks
3030,396,drinks
3031,396,drinks
3032,396,drinks
3033,396,drinks
3034,396,fruit
3035,396,fruit
3036,396,fruit
3037,396,checkout
3038,397,fruit
3039,397,checkout
3040,398,spices
3041,398,fruit
3042,398,fruit
3043,398,fruit
3044,398,checkout
3045,399,spices
3046,399,drinks
3047,399,checkout
3048,400,fruit
3049,400,fruit
3050,400,fruit
3051,400,checkout
3052,401,dairy
3053,401,drinks
3054,401,drinks
3055,401,checkout
3056,402,drinks
3057,402,drinks
3058,402,drinks
3059,402,drinks
3060,402,drinks
3061,402,drinks
3062,402,fruit
3063,402,dairy
3064,402,dairy
3065,402,dairy
3066,402,dairy
3067,402,dairy
3068,402,checkout
3069,403,dairy
3070,403,dairy
3071,403,checkout
3072,404,dairy
3073,404,checkout
3074,405,fruit
3075,405,checkout
3076,406,dairy
3077,406,drinks
3078,406,checkout
3079,407,spices
3080,407,spices
3081,407,dairy
3082,407,dairy
3083,407,dairy
3084,407,checkout
3085,408,fruit
3086,408,checkout
3087,409,dairy
3088,409,dairy
3089,409,dairy
3090,409,dairy
3091,409,checkout
3092,410,fruit
3093,410,fruit
3094,410,fruit
3095,410,fruit
3096,410,drinks
3097,410,drinks
3098,410,drinks
3099,410,drinks
3100,410,spices
3101,410,spices
3102,410,dairy
3103,410,drinks
3104,410,drinks
3105,410,checkout
3106,411,dairy
3107,411,checkout
3108,412,fruit
3109,412,spices
3110,412,spices
3111,412,spices
3112,412,drinks
3113,412,drinks
3114,412,fruit
3115,412,fruit
3116,412,fruit
3117,412,fruit
3118,412,checkout
3119,413,dairy
3120,413,dairy
3121,413,dairy
3122,413,dairy
3123,413,dairy
3124,413,spices
3125,413,fruit
3126,413,fruit
3127,413,fruit
3128,413,fruit
3129,413,fruit
3130,413,fruit
3131,413,fruit
3132,413,fruit
3133,413,checkout
3134,414,spices
3135,414,checkout
3136,415,dairy
3137,415,dairy
3138,415,dairy
3139,415,dairy
3140,415,dairy
3141,415,dairy
3142,415,dairy
3143,415,dairy
3144,415,dairy
3145,415,drinks
3146,415,drinks
3147,415,drinks
3148,415,spices
3149,415,checkout
3150,416,fruit
3151,416,drinks
3152,416,checkout
3153,417,fruit
3154,417,fruit
3155,417,checkout
3156,418,fruit
3157,418,checkout
3158,419,fruit
3159,419,checkout
3160,420,dairy
3161,420,dairy
3162,420,spices
3163,420,spices
3164,420,spices
3165,420,dairy
3166,420,dairy
3167,420,dairy
3168,420,spices
3169,420,spices
3170,420,dairy
3171,420,dairy
3172,420,dairy
3173,420,dairy
3174,420,dairy
3175,420,checkout
3176,421,spices
3177,421,checkout
3178,422,fruit
3179,422,dairy
3180,422,dairy
3181,422,dairy
3182,422,dairy
3183,422,checkout
3184,423,dairy
3185,423,dairy
3186,423,dairy
3187,423,dairy
3188,423,dairy
3189,423,dairy
3190,423,dairy
3191,423,dairy
3192,423,dairy
3193,423,fruit
3194,423,fruit
3195,423,fruit
3196,423,checkout
3197,424,fruit
3198,424,fruit
3199,424,checkout
3200,425,dairy
3201,425,dairy
3202,425,fruit
3203,425,fruit
3204,425,fruit
3205,425,checkout
3206,426,fruit
3207,426,fruit
3208,426,checkout
3209,427,dairy
3210,427,checkout
3211,428,dairy
3212,428,dairy
3213,428,dairy
3214,428,checkout
3215,429,drinks
3216,429,drinks
3217,429,drinks
3218,429,checkout
3219,430,spices
3220,430,dairy
3221,430,dairy
3222,430,checkout
3223,431,dairy
3224,431,spices
3225,431,dairy
3226,431,dairy
3227,431,dairy
3228,431,dairy
3229,431,dairy
3230,431,dairy
3231,431,dairy
3232,431,dairy
3233,431,dairy
3234,431,checkout
3235,432,dairy
3236,432,dairy
3237,432,dairy
3238,432,dairy
3239,432,dairy
3240,432,dairy
3241,432,dairy
3242,432,checkout
3243,433,dairy
3244,433,dairy
3245,433,dairy
3246,433,dairy
3247,433,dairy
3248,433,checkout
3249,434,fruit
3250,434,dairy
3251,434,fruit
3252,434,dairy
3253,434,drinks
3254,434,drinks
3255,434,drinks
3256,434,drinks
3257,434,drinks
3258,434,fruit
3259,434,fruit
3260,434,fruit
